site,impl,n,procs,threads,dist,chunk,sched,sched_chunk,run,total,bcast,comp_max,comp_min,comp_avg,gather,merge,write,count,wall
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,1,1,1.484634,0.000013,1.389975,1.367631,1.378803,0.040162,0.024048,0.052779,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,16,1,1.508788,0.000010,1.421526,1.377165,1.399345,0.058895,0.020533,0.052185,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,64,1,1.479879,0.000009,1.394318,1.375501,1.384909,0.013377,0.020755,0.051422,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,256,1,1.640134,0.000012,1.552728,1.517467,1.535097,0.013879,0.020688,0.052827,1270607,
ryzen7535hs,mpi,20000000,1,1,block,1024,-,0,2,7.190568,0.000000,7.115996,7.115996,7.115996,0.015093,0.000001,0.059478,1270607,
ryzen7535hs,mpi,20000000,2,1,block,1024,-,0,2,5.115304,0.000065,5.046199,3.259320,4.152760,1.803200,0.000000,0.052719,1270607,
ryzen7535hs,mpi,20000000,4,1,block,1024,-,0,2,3.000920,0.000006,2.931878,1.462362,2.292215,1.486610,0.000000,0.051942,1270607,
ryzen7535hs,mpi,20000000,8,1,block,1024,-,0,2,1.768019,0.000008,1.696857,0.598320,1.321770,1.114106,0.000001,0.055584,1270607,
ryzen7535hs,mpi,20000000,1,1,cyclic,1024,-,0,2,7.260310,0.000000,7.188987,7.188987,7.188987,0.015331,0.000000,0.055991,1270607,
ryzen7535hs,mpi,20000000,2,1,cyclic,1024,-,0,2,4.277355,0.000005,4.174730,4.141641,4.158186,0.014499,0.033094,0.055027,1270607,
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,-,0,2,2.302604,0.000008,2.177146,2.123517,2.162769,0.067030,0.053045,0.059003,1270607,
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,-,0,2,1.866555,0.000022,1.685274,1.604577,1.637039,0.107421,0.066215,0.084898,1270607,
ryzen7535hs,mpi,20000000,1,1,blockcyclic,1024,-,0,2,7.400230,0.000000,7.327468,7.327468,7.327468,0.015790,0.000001,0.056971,1270607,
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,-,0,2,4.185973,0.000005,4.065400,4.057373,4.061387,0.017383,0.025858,0.077327,1270607,
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,-,0,2,2.325408,0.000033,2.225290,2.112526,2.190016,0.126994,0.023450,0.062406,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,-,0,2,1.706242,0.000008,1.581315,1.443259,1.515978,0.064915,0.029363,0.069048,1270607,
ryzen7535hs,mpi,20000000,1,1,wblock,1024,-,0,2,7.558735,0.000000,7.440214,7.440214,7.440214,0.016598,0.000001,0.101922,1270607,
ryzen7535hs,mpi,20000000,2,1,wblock,1024,-,0,2,4.284326,0.000006,4.197573,3.872385,4.034979,0.017106,0.000001,0.069640,1270607,
ryzen7535hs,mpi,20000000,4,1,wblock,1024,-,0,2,2.475527,0.000009,2.405562,2.153227,2.266643,0.014602,0.000000,0.055353,1270607,
ryzen7535hs,mpi,20000000,8,1,wblock,1024,-,0,2,1.673164,0.000015,1.589716,1.280886,1.412188,0.015766,0.000001,0.067666,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,16,-,0,2,1.515933,0.000013,1.395976,1.309436,1.343086,0.086684,0.044219,0.061202,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,64,-,0,2,1.494565,0.000080,1.376779,1.273747,1.325294,0.085373,0.031666,0.071145,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,256,-,0,2,1.627384,0.000009,1.522538,1.351518,1.443149,0.145884,0.023557,0.066622,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,-,0,2,1.481391,0.000008,1.380225,1.274733,1.310733,0.107306,0.022703,0.064164,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,4096,-,0,2,1.461719,0.000010,1.368150,1.250482,1.306537,0.133676,0.021155,0.056396,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,16384,-,0,2,1.490528,0.000008,1.379058,1.296604,1.345617,0.046734,0.023753,0.073376,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,static,1,2,1.606252,0.000009,1.514667,1.509636,1.512151,0.013762,0.021835,0.055980,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,static,16,2,1.905717,0.000012,1.799475,1.717061,1.758268,0.016540,0.030120,0.059571,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,static,64,2,1.599515,0.000011,1.511457,1.506311,1.508884,0.019329,0.020764,0.053100,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,static,256,2,1.606958,0.000023,1.515114,1.448315,1.481714,0.013709,0.021144,0.056968,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,1,2,1.519744,0.000008,1.423391,1.419780,1.421586,0.013920,0.024498,0.057927,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,16,2,1.675231,0.000014,1.541298,1.514313,1.527806,0.042664,0.034153,0.084087,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,64,2,1.998920,0.000009,1.860204,1.793513,1.826858,0.021302,0.053464,0.063942,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,256,2,1.804461,0.000009,1.685141,1.646474,1.665808,0.017132,0.025555,0.076623,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,1,2,1.508106,0.000009,1.413406,1.388241,1.400824,0.040850,0.020762,0.058244,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,16,2,1.486365,0.000011,1.391171,1.370166,1.380668,0.014768,0.022624,0.057791,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,64,2,1.699243,0.000013,1.589494,1.545471,1.567483,0.058608,0.024244,0.070908,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,256,2,1.603004,0.000012,1.496176,1.471543,1.483859,0.040370,0.028800,0.062280,1270607,
ryzen7535hs,mpi,20000000,1,1,block,1024,-,0,3,7.339704,0.000001,7.259488,7.259488,7.259488,0.016113,0.000001,0.064103,1270607,
ryzen7535hs,mpi,20000000,2,1,block,1024,-,0,3,4.992488,0.000006,4.920146,3.083433,4.001789,1.853177,0.000000,0.055873,1270607,
ryzen7535hs,mpi,20000000,4,1,block,1024,-,0,3,2.874365,0.000006,2.805039,1.314876,2.151542,1.505065,0.000000,0.054417,1270607,
ryzen7535hs,mpi,20000000,8,1,block,1024,-,0,3,1.691101,0.000007,1.609188,0.554999,1.213942,1.067929,0.000001,0.068166,1270607,
ryzen7535hs,mpi,20000000,1,1,cyclic,1024,-,0,3,7.259605,0.000000,7.189207,7.189207,7.189207,0.016028,0.000001,0.054369,1270607,
ryzen7535hs,mpi,20000000,2,1,cyclic,1024,-,0,3,4.226916,0.000006,4.123401,4.119500,4.121451,0.014481,0.032682,0.056347,1270607,
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,-,0,3,2.438181,0.000005,2.315950,2.250759,2.293623,0.027144,0.044518,0.063571,1270607,
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,-,0,3,1.625537,0.000007,1.450385,1.306480,1.367961,0.049621,0.087603,0.071113,1270607,
ryzen7535hs,mpi,20000000,1,1,blockcyclic,1024,-,0,3,7.299468,0.000000,7.225768,7.225768,7.225768,0.017493,0.000001,0.056207,1270607,
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,-,0,3,4.435156,0.000005,4.319113,4.272329,4.295721,0.061685,0.024535,0.076602,1270607,
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,-,0,3,2.297095,0.000008,2.197728,2.074488,2.143390,0.015229,0.023029,0.061101,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,-,0,3,1.517629,0.000011,1.397899,1.319634,1.352223,0.089386,0.023746,0.070607,1270607,
ryzen7535hs,mpi,20000000,1,1,wblock,1024,-,0,3,7.411527,0.000000,7.341092,7.341092,7.341092,0.016093,0.000001,0.054341,1270607,
ryzen7535hs,mpi,20000000,2,1,wblock,1024,-,0,3,4.144356,0.000006,4.067567,3.795242,3.931404,0.016699,0.000001,0.060083,1270607,
ryzen7535hs,mpi,20000000,4,1,wblock,1024,-,0,3,2.319778,0.000007,2.241313,2.025139,2.085878,0.016687,0.000001,0.061770,1270607,
ryzen7535hs,mpi,20000000,8,1,wblock,1024,-,0,3,1.561032,0.000009,1.476698,1.239369,1.305894,0.015140,0.000001,0.069185,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,16,-,0,3,1.477245,0.000009,1.359285,1.284185,1.332537,0.088358,0.039053,0.065641,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,64,-,0,3,1.571194,0.000016,1.446220,1.336599,1.401183,0.081044,0.039265,0.067352,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,256,-,0,3,1.482721,0.000013,1.384561,1.247433,1.317376,0.151906,0.023136,0.060233,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,-,0,3,1.487016,0.000007,1.385185,1.248934,1.329750,0.015598,0.023508,0.062718,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,4096,-,0,3,1.431879,0.000010,1.339212,1.230865,1.295068,0.014103,0.021799,0.056755,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,16384,-,0,3,1.462784,0.000013,1.362722,1.268052,1.321121,0.049495,0.021692,0.063113,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,static,1,3,1.622493,0.000008,1.535027,1.494367,1.514697,0.054120,0.020608,0.053390,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,static,16,3,1.490279,0.000010,1.393970,1.375913,1.384942,0.016557,0.023807,0.055935,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,static,64,3,1.507050,0.000008,1.405211,1.387667,1.396439,0.031708,0.025711,0.061957,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,static,256,3,1.625737,0.000013,1.533827,1.472215,1.503021,0.016077,0.020995,0.054826,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,1,3,1.491067,0.000016,1.404012,1.374347,1.389180,0.013307,0.021051,0.052680,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,16,3,1.529853,0.000009,1.441682,1.418225,1.429954,0.039698,0.020118,0.051804,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,64,3,1.535742,0.000009,1.439719,1.409584,1.424652,0.013794,0.022078,0.060142,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,256,3,1.546455,0.000009,1.460725,1.427028,1.443877,0.013405,0.020436,0.051880,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,1,3,1.427464,0.000010,1.336514,1.333728,1.335121,0.013590,0.022207,0.055143,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,16,3,1.472816,0.000009,1.387498,1.385789,1.386643,0.013508,0.020434,0.051367,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,64,3,1.562069,0.000010,1.474314,1.458811,1.466563,0.014228,0.019822,0.053695,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,guided,256,3,1.543018,0.000012,1.450877,1.440653,1.445765,0.015816,0.021696,0.054616,1270607,
ryzen7535hs,serial,20000000,1,1,-,0,-,0,1,7.314862,,7.219708,,,,,,1270607,
ryzen7535hs,pthread,20000000,1,1,-,0,-,0,1,7.741756,,7.564793,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,1,-,0,static,1,1,7.683925,,7.520268,,,,,,1270607,
ryzen7535hs,mpi,20000000,1,1,blockcyclic,1024,-,0,1,7.291155,0.000000,7.238828,7.238828,7.238828,0.015668,0.000001,0.036658,1270607,
ryzen7535hs,pthread,20000000,1,2,-,0,-,0,1,4.575709,,4.371258,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,2,-,0,static,1,1,4.315617,,4.129305,,,,,,1270607,
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,-,0,1,4.146494,0.000006,4.068392,4.058235,4.063314,0.016498,0.020789,0.040810,1270607,
ryzen7535hs,pthread,20000000,1,3,-,0,-,0,1,4.551177,,4.357673,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,3,-,0,static,1,1,4.347689,,4.177840,,,,,,1270607,
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,-,0,1,2.891793,0.000007,2.808257,2.783736,2.796875,0.027922,0.022313,0.042919,1270607,
ryzen7535hs,pthread,20000000,1,4,-,0,-,0,1,2.698371,,2.521816,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,4,-,0,static,1,1,2.594587,,2.394568,,,,,,1270607,
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,-,0,1,2.408408,0.000006,2.315167,2.148817,2.204970,0.181965,0.020327,0.057292,1270607,
ryzen7535hs,pthread,20000000,1,5,-,0,-,0,1,2.612413,,2.429062,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,5,-,0,static,1,1,2.516247,,2.362244,,,,,,1270607,
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,-,0,1,2.159075,0.000005,2.067795,1.998659,2.035675,0.016985,0.024390,0.049899,1270607,
ryzen7535hs,pthread,20000000,1,6,-,0,-,0,1,2.684257,,2.502078,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,6,-,0,static,1,1,2.469786,,2.270979,,,,,,1270607,
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,-,0,1,1.843570,0.000007,1.757365,1.594467,1.665295,0.176035,0.025919,0.043076,1270607,
ryzen7535hs,pthread,20000000,1,7,-,0,-,0,1,1.980446,,1.770355,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,7,-,0,static,1,1,2.038047,,1.874863,,,,,,1270607,
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,-,0,1,1.693236,0.000006,1.607360,1.426550,1.527785,0.143782,0.022852,0.048301,1270607,
ryzen7535hs,pthread,20000000,1,8,-,0,-,0,1,1.694278,,1.526156,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,8,-,0,static,1,1,1.784075,,1.620614,,,,,,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,-,0,1,1.529416,0.000015,1.448793,1.330116,1.379163,0.013422,0.020939,0.046247,1270607,
ryzen7535hs,hybrid,20000000,1,1,blockcyclic,1024,dynamic,64,1,7.309915,0.000004,7.253482,7.253482,7.253482,0.016838,0.000002,0.039591,1270607,
ryzen7535hs,hybrid,20000000,1,2,blockcyclic,1024,dynamic,64,1,4.322702,0.000004,4.267704,4.267704,4.267704,0.015168,0.000001,0.039825,1270607,
ryzen7535hs,hybrid,20000000,1,4,blockcyclic,1024,dynamic,64,1,2.428257,0.000003,2.370536,2.370536,2.370536,0.014541,0.000001,0.043175,1270607,
ryzen7535hs,hybrid,20000000,1,8,blockcyclic,1024,dynamic,64,1,1.498244,0.000003,1.428072,1.428072,1.428072,0.018109,0.000001,0.052059,1270607,
ryzen7535hs,hybrid,20000000,2,1,blockcyclic,1024,dynamic,64,1,4.571468,0.000013,4.493751,4.458712,4.476232,0.013484,0.022157,0.042062,1270607,
ryzen7535hs,hybrid,20000000,2,2,blockcyclic,1024,dynamic,64,1,2.450108,0.000009,2.370866,2.347923,2.359394,0.015953,0.019695,0.043586,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,64,1,1.583522,0.000036,1.483657,1.433717,1.458687,0.016627,0.027738,0.055463,1270607,
ryzen7535hs,hybrid,20000000,4,1,blockcyclic,1024,dynamic,64,1,2.413902,0.000011,2.339531,2.168529,2.228838,0.115066,0.019007,0.042192,1270607,
ryzen7535hs,hybrid,20000000,4,2,blockcyclic,1024,dynamic,64,1,1.517348,0.000010,1.440099,1.378395,1.422118,0.022890,0.019623,0.044073,1270607,
ryzen7535hs,hybrid,20000000,8,1,blockcyclic,1024,dynamic,64,1,1.439749,0.000011,1.345670,1.272003,1.318873,0.015185,0.030987,0.047895,1270607,
ryzen7535hs,serial,20000000,1,1,-,0,-,0,2,7.372168,,7.235089,,,,,,1270607,
ryzen7535hs,pthread,20000000,1,1,-,0,-,0,2,7.846636,,7.666486,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,1,-,0,static,1,2,7.906494,,7.741746,,,,,,1270607,
ryzen7535hs,mpi,20000000,1,1,blockcyclic,1024,-,0,2,7.387781,0.000000,7.328852,7.328852,7.328852,0.017376,0.000001,0.041552,1270607,
ryzen7535hs,pthread,20000000,1,2,-,0,-,0,2,4.634246,,4.475486,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,2,-,0,static,1,2,4.462241,,4.293111,,,,,,1270607,
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,-,0,2,4.127634,0.000006,4.027859,4.009482,4.018671,0.039454,0.027864,0.050828,1270607,
ryzen7535hs,pthread,20000000,1,3,-,0,-,0,2,4.503795,,4.346989,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,3,-,0,static,1,2,4.562555,,4.396742,,,,,,1270607,
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,-,0,2,3.019805,0.000005,2.945153,2.853418,2.907413,0.015538,0.019879,0.039231,1270607,
ryzen7535hs,pthread,20000000,1,4,-,0,-,0,2,2.721045,,2.555943,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,4,-,0,static,1,2,2.727276,,2.492780,,,,,,1270607,
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,-,0,2,2.447107,0.000017,2.372299,2.218634,2.289310,0.126870,0.020424,0.039692,1270607,
ryzen7535hs,pthread,20000000,1,5,-,0,-,0,2,2.602712,,2.447559,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,5,-,0,static,1,2,2.620306,,2.461953,,,,,,1270607,
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,-,0,2,2.050931,0.000006,1.972230,1.788277,1.913697,0.037796,0.022970,0.043111,1270607,
ryzen7535hs,pthread,20000000,1,6,-,0,-,0,2,2.546371,,2.381648,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,6,-,0,static,1,2,2.625562,,2.468606,,,,,,1270607,
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,-,0,2,1.831427,0.000005,1.754197,1.553501,1.664414,0.213813,0.021361,0.042746,1270607,
ryzen7535hs,pthread,20000000,1,7,-,0,-,0,2,2.003273,,1.837181,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,7,-,0,static,1,2,1.963755,,1.789451,,,,,,1270607,
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,-,0,2,1.612480,0.000008,1.533456,1.422068,1.470038,0.063256,0.021654,0.042170,1270607,
ryzen7535hs,pthread,20000000,1,8,-,0,-,0,2,1.677528,,1.522761,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,8,-,0,static,1,2,1.682480,,1.530067,,,,,,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,-,0,2,1.609485,0.000009,1.504219,1.298901,1.417449,0.097849,0.023700,0.065863,1270607,
ryzen7535hs,hybrid,20000000,1,1,blockcyclic,1024,dynamic,64,2,7.222454,0.000003,7.169633,7.169633,7.169633,0.014487,0.000000,0.038331,1270607,
ryzen7535hs,hybrid,20000000,1,2,blockcyclic,1024,dynamic,64,2,4.135488,0.000004,4.076116,4.076116,4.076116,0.016214,0.000001,0.043153,1270607,
ryzen7535hs,hybrid,20000000,1,4,blockcyclic,1024,dynamic,64,2,2.307952,0.000004,2.244503,2.244503,2.244503,0.017591,0.000001,0.045854,1270607,
ryzen7535hs,hybrid,20000000,1,8,blockcyclic,1024,dynamic,64,2,1.477844,0.000004,1.423350,1.423350,1.423350,0.014825,0.000001,0.039665,1270607,
ryzen7535hs,hybrid,20000000,2,1,blockcyclic,1024,dynamic,64,2,4.347520,0.000009,4.265257,4.260619,4.262938,0.014887,0.021973,0.045394,1270607,
ryzen7535hs,hybrid,20000000,2,2,blockcyclic,1024,dynamic,64,2,2.356749,0.000009,2.272034,2.270422,2.271228,0.017434,0.023822,0.043450,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,64,2,1.475038,0.000009,1.398994,1.375679,1.387336,0.037272,0.021716,0.040362,1270607,
ryzen7535hs,hybrid,20000000,4,1,blockcyclic,1024,dynamic,64,2,2.466008,0.000011,2.363728,2.262572,2.305133,0.016683,0.025436,0.060150,1270607,
ryzen7535hs,hybrid,20000000,4,2,blockcyclic,1024,dynamic,64,2,1.469475,0.000017,1.394392,1.320105,1.350972,0.067389,0.019293,0.043227,1270607,
ryzen7535hs,hybrid,20000000,8,1,blockcyclic,1024,dynamic,64,2,1.484607,0.000031,1.396914,1.274666,1.358198,0.016212,0.026681,0.044770,1270607,
ryzen7535hs,serial,20000000,1,1,-,0,-,0,3,7.382684,,7.233775,,,,,,1270607,
ryzen7535hs,pthread,20000000,1,1,-,0,-,0,3,7.771548,,7.606475,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,1,-,0,static,1,3,7.732549,,7.573293,,,,,,1270607,
ryzen7535hs,mpi,20000000,1,1,blockcyclic,1024,-,0,3,7.397556,0.000000,7.339707,7.339707,7.339707,0.015154,0.000001,0.042694,1270607,
ryzen7535hs,pthread,20000000,1,2,-,0,-,0,3,4.631884,,4.479295,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,2,-,0,static,1,3,4.402590,,4.210704,,,,,,1270607,
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,-,0,3,4.088645,0.000005,4.015227,4.005065,4.010146,0.024178,0.020001,0.039395,1270607,
ryzen7535hs,pthread,20000000,1,3,-,0,-,0,3,4.428930,,4.260662,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,3,-,0,static,1,3,4.585820,,4.427299,,,,,,1270607,
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,-,0,3,3.176465,0.000007,3.061519,2.819661,2.946177,0.259232,0.034359,0.063206,1270607,
ryzen7535hs,pthread,20000000,1,4,-,0,-,0,3,2.546541,,2.370989,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,4,-,0,static,1,3,2.567632,,2.404702,,,,,,1270607,
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,-,0,3,2.467596,0.000005,2.395901,2.368371,2.382255,0.013353,0.019629,0.038709,1270607,
ryzen7535hs,pthread,20000000,1,5,-,0,-,0,3,2.551318,,2.390247,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,5,-,0,static,1,3,2.549711,,2.358594,,,,,,1270607,
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,-,0,3,2.055294,0.000008,1.975449,1.684308,1.867184,0.087239,0.019351,0.045881,1270607,
ryzen7535hs,pthread,20000000,1,6,-,0,-,0,3,2.613135,,2.429133,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,6,-,0,static,1,3,2.577493,,2.421523,,,,,,1270607,
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,-,0,3,1.873482,0.000005,1.794965,1.623911,1.724075,0.185524,0.022824,0.041218,1270607,
ryzen7535hs,pthread,20000000,1,7,-,0,-,0,3,2.018001,,1.860044,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,7,-,0,static,1,3,2.057765,,1.898694,,,,,,1270607,
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,-,0,3,1.706483,0.000006,1.628485,1.409952,1.556350,0.014005,0.021158,0.042974,1270607,
ryzen7535hs,pthread,20000000,1,8,-,0,-,0,3,1.659289,,1.501396,,,,,,1270607,
ryzen7535hs,openmp,20000000,1,8,-,0,static,1,3,1.700553,,1.539983,,,,,,1270607,
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,-,0,3,1.535613,0.000008,1.448983,1.327079,1.391778,0.048943,0.022536,0.044372,1270607,
ryzen7535hs,hybrid,20000000,1,1,blockcyclic,1024,dynamic,64,3,7.504413,0.000003,7.448620,7.448620,7.448620,0.015270,0.000001,0.040518,1270607,
ryzen7535hs,hybrid,20000000,1,2,blockcyclic,1024,dynamic,64,3,4.077238,0.000004,4.019864,4.019864,4.019864,0.015549,0.000001,0.041821,1270607,
ryzen7535hs,hybrid,20000000,1,4,blockcyclic,1024,dynamic,64,3,2.295831,0.000003,2.237077,2.237077,2.237077,0.016125,0.000001,0.042625,1270607,
ryzen7535hs,hybrid,20000000,1,8,blockcyclic,1024,dynamic,64,3,1.453733,0.000003,1.393632,1.393632,1.393632,0.015299,0.000001,0.044799,1270607,
ryzen7535hs,hybrid,20000000,2,1,blockcyclic,1024,dynamic,64,3,4.391279,0.000010,4.317592,4.285698,4.301645,0.014093,0.020110,0.039473,1270607,
ryzen7535hs,hybrid,20000000,2,2,blockcyclic,1024,dynamic,64,3,2.361139,0.000010,2.288271,2.237256,2.262764,0.013760,0.019535,0.039564,1270607,
ryzen7535hs,hybrid,20000000,2,4,blockcyclic,1024,dynamic,64,3,1.444727,0.000010,1.371313,1.353062,1.362187,0.013583,0.020020,0.039801,1270607,
ryzen7535hs,hybrid,20000000,4,1,blockcyclic,1024,dynamic,64,3,2.448749,0.000010,2.370965,2.211497,2.307566,0.014904,0.021639,0.041230,1270607,
ryzen7535hs,hybrid,20000000,4,2,blockcyclic,1024,dynamic,64,3,1.444698,0.000010,1.371128,1.291921,1.325795,0.037571,0.019463,0.039961,1270607,
ryzen7535hs,hybrid,20000000,8,1,blockcyclic,1024,dynamic,64,3,1.556570,0.000013,1.457991,1.360233,1.386343,0.109724,0.031244,0.050416,1270607,
ryzen7535hs,serial_sieve,500000000,1,1,-,0,-,0,1,2.867448,,1.649208,,,,,,26355867,
ryzen7535hs,mpi_sieve,500000000,1,1,block,1024,-,0,1,3.273058,0.000000,1.580460,1.580460,1.580460,0.595160,0.000001,1.097436,26355867,
ryzen7535hs,mpi_sieve,500000000,2,1,block,1024,-,0,1,3.109837,0.000005,1.002817,0.991299,0.997058,0.926527,0.000001,1.180487,26355867,
ryzen7535hs,mpi_sieve,500000000,3,1,block,1024,-,0,1,2.639134,0.000010,0.768506,0.717112,0.745529,0.735441,0.000001,1.186570,26355867,
ryzen7535hs,mpi_sieve,500000000,4,1,block,1024,-,0,1,1.938328,0.000008,0.466478,0.434664,0.449653,0.321479,0.000001,1.173575,26355867,
ryzen7535hs,mpi_sieve,500000000,5,1,block,1024,-,0,1,1.944092,0.000008,0.409276,0.374726,0.391473,0.338092,0.000001,1.216737,26355867,
ryzen7535hs,mpi_sieve,500000000,6,1,block,1024,-,0,1,2.078804,0.000008,0.461708,0.420187,0.433846,0.508742,0.000001,1.149866,26355867,
ryzen7535hs,mpi_sieve,500000000,7,1,block,1024,-,0,1,1.704072,0.000007,0.288039,0.267026,0.275174,0.300778,0.000001,1.115247,26355867,
ryzen7535hs,mpi_sieve,500000000,8,1,block,1024,-,0,1,1.829416,0.000020,0.307072,0.281199,0.294399,0.400395,0.000001,1.147802,26355867,
ryzen7535hs,mpi_sieve,500000000,8,1,blockcyclic,1024,-,0,1,3.514561,0.000028,0.660188,0.621283,0.638258,0.460817,0.882477,1.530777,26355867,
