site,impl,n,procs,threads,dist,chunk,sched,sched_chunk,run,total,bcast,comp_max,comp_min,comp_avg,gather,merge,write,count,wall
caas-1node,mpi,4000000,8,1,cyclic,1024,-,0,3,0.083133,0.000010,0.069245,0.069047,0.069164,0.001609,0.006651,0.005739,283146,0.982935
caas-1node,mpi,4000000,8,1,blockcyclic,1024,-,0,1,0.078733,0.000011,0.069441,0.068914,0.069141,0.001848,0.002082,0.005757,283146,0.985584
caas-1node,mpi,4000000,8,1,blockcyclic,1024,-,0,2,0.078761,0.000006,0.069666,0.068743,0.069174,0.001956,0.001900,0.005753,283146,0.977146
caas-1node,mpi,4000000,8,1,blockcyclic,1024,-,0,3,0.078701,0.000006,0.069422,0.068967,0.069177,0.001851,0.002115,0.005706,283146,0.978354
caas-1node,mpi,4000000,8,1,wblock,1024,-,0,1,0.087767,0.000006,0.079394,0.065078,0.069113,0.001509,0.000000,0.006858,283146,0.987214
caas-1node,mpi,4000000,8,1,wblock,1024,-,0,2,0.087079,0.000006,0.079163,0.065119,0.069061,0.001486,0.000000,0.006424,283146,0.990087
caas-1node,mpi,4000000,8,1,wblock,1024,-,0,3,0.086888,0.000006,0.079250,0.065071,0.069062,0.001521,0.000000,0.006111,283146,1.228878
caas-1node,mpi,6000000,8,1,block,1024,-,0,1,0.177561,0.000007,0.167821,0.053113,0.122248,0.116228,0.000000,0.008213,412849,1.258535
caas-1node,mpi,6000000,8,1,block,1024,-,0,2,0.177681,0.000007,0.167653,0.053041,0.122214,0.116128,0.000000,0.008505,412849,1.076348
caas-1node,mpi,6000000,8,1,block,1024,-,0,3,0.177963,0.000006,0.167600,0.053146,0.122218,0.116071,0.000000,0.008740,412849,1.085633
caas-1node,mpi,6000000,8,1,cyclic,1024,-,0,1,0.141757,0.000006,0.122523,0.122229,0.122376,0.001790,0.009471,0.008234,412849,1.040168
caas-1node,mpi,6000000,8,1,cyclic,1024,-,0,2,0.141437,0.000006,0.122465,0.122171,0.122331,0.001814,0.009271,0.008175,412849,1.057642
caas-1node,mpi,6000000,8,1,cyclic,1024,-,0,3,0.141620,0.000011,0.122454,0.122172,0.122314,0.001770,0.009443,0.008194,412849,1.051897
caas-1node,mpi,6000000,8,1,blockcyclic,1024,-,0,1,0.135514,0.000006,0.122690,0.122009,0.122307,0.002091,0.002830,0.008502,412849,1.037616
caas-1node,mpi,6000000,8,1,blockcyclic,1024,-,0,2,0.135319,0.000007,0.122710,0.121993,0.122259,0.002262,0.002696,0.008327,412849,1.036872
caas-1node,mpi,6000000,8,1,blockcyclic,1024,-,0,3,0.135300,0.000006,0.122715,0.121981,0.122305,0.002167,0.002827,0.008226,412849,1.052285
caas-1node,mpi,6000000,8,1,wblock,1024,-,0,1,0.150474,0.000006,0.139437,0.115222,0.122240,0.001590,0.000000,0.009440,412849,1.052968
caas-1node,mpi,6000000,8,1,wblock,1024,-,0,2,0.149529,0.000006,0.139477,0.115220,0.122215,0.001645,0.000000,0.008401,412849,1.069854
caas-1node,mpi,6000000,8,1,wblock,1024,-,0,3,0.149454,0.000006,0.139546,0.115279,0.122261,0.001613,0.000000,0.008289,412849,1.047169
caas-1node,mpi,8000000,8,1,block,1024,-,0,1,0.264885,0.000006,0.252226,0.079155,0.183500,0.175005,0.000000,0.010718,539777,1.162013
caas-1node,mpi,8000000,8,1,block,1024,-,0,2,0.265292,0.000010,0.252262,0.079187,0.183514,0.175013,0.000000,0.011081,539777,1.164487
caas-1node,mpi,8000000,8,1,block,1024,-,0,3,0.265078,0.000007,0.252230,0.079221,0.183457,0.174972,0.000000,0.010877,539777,1.163914
caas-1node,mpi,8000000,8,1,cyclic,1024,-,0,1,0.208571,0.000011,0.183725,0.183528,0.183622,0.002257,0.012112,0.010663,539777,1.102283
caas-1node,mpi,8000000,8,1,cyclic,1024,-,0,2,0.208710,0.000007,0.183766,0.183492,0.183602,0.002214,0.012320,0.010678,539777,1.112211
caas-1node,mpi,8000000,8,1,cyclic,1024,-,0,3,0.208939,0.000006,0.183744,0.183540,0.183611,0.002330,0.011555,0.011508,539777,1.115775
caas-1node,mpi,8000000,8,1,blockcyclic,1024,-,0,1,0.200080,0.000006,0.184037,0.182907,0.183529,0.003088,0.003126,0.010953,539777,1.103834
caas-1node,mpi,8000000,8,1,blockcyclic,1024,-,0,2,0.200408,0.000006,0.184046,0.183059,0.183547,0.002958,0.003135,0.011251,539777,1.110751
caas-1node,mpi,8000000,8,1,blockcyclic,1024,-,0,3,0.200102,0.000006,0.184032,0.183052,0.183537,0.002892,0.003368,0.010785,539777,1.099866
caas-1node,mpi,8000000,8,1,wblock,1024,-,0,1,0.221260,0.000010,0.208527,0.173374,0.183442,0.001916,0.000000,0.010807,539777,1.225984
caas-1node,mpi,8000000,8,1,wblock,1024,-,0,2,0.221383,0.000011,0.208495,0.173393,0.183413,0.001957,0.000000,0.010920,539777,1.141581
caas-1node,mpi,8000000,8,1,wblock,1024,-,0,3,0.222320,0.000006,0.208709,0.173446,0.183503,0.001900,0.000000,0.011705,539777,1.133079
caas-1node,mpi,10000000,8,1,block,1024,-,0,1,0.361057,0.000010,0.345770,0.108083,0.251405,0.239567,0.000000,0.013397,664579,1.271602
caas-1node,mpi,10000000,8,1,block,1024,-,0,2,0.361284,0.000006,0.345728,0.108104,0.251372,0.239779,0.000000,0.013395,664579,1.254457
caas-1node,mpi,10000000,8,1,block,1024,-,0,3,0.361075,0.000006,0.345898,0.108067,0.251384,0.239743,0.000000,0.013259,664579,1.261416
caas-1node,mpi,10000000,8,1,cyclic,1024,-,0,1,0.281792,0.000007,0.252309,0.251451,0.251756,0.002780,0.014481,0.013073,664579,1.184822
caas-1node,mpi,10000000,8,1,cyclic,1024,-,0,2,0.281700,0.000006,0.252027,0.251410,0.251701,0.002496,0.014459,0.013330,664579,1.182312
caas-1node,mpi,10000000,8,1,cyclic,1024,-,0,3,0.282011,0.000007,0.251850,0.251472,0.251691,0.002288,0.014957,0.013288,664579,1.179238
caas-1node,mpi,10000000,8,1,blockcyclic,1024,-,0,1,0.271847,0.000007,0.251943,0.251119,0.251642,0.002681,0.004575,0.013465,664579,1.178460
caas-1node,mpi,10000000,8,1,blockcyclic,1024,-,0,2,0.271592,0.000006,0.251934,0.250948,0.251541,0.002954,0.003814,0.013869,664579,1.171542
caas-1node,mpi,10000000,8,1,blockcyclic,1024,-,0,3,0.271253,0.000007,0.251810,0.250927,0.251545,0.002961,0.004159,0.013199,664579,1.173462
caas-1node,mpi,10000000,8,1,wblock,1024,-,0,1,0.300621,0.000006,0.284994,0.237702,0.251401,0.002364,0.000000,0.013257,664579,1.208671
caas-1node,mpi,10000000,8,1,wblock,1024,-,0,2,0.300635,0.000011,0.285027,0.237863,0.251432,0.002587,0.000000,0.013009,664579,1.206956
caas-1node,mpi,10000000,8,1,wblock,1024,-,0,3,0.300876,0.000016,0.285063,0.237974,0.251492,0.002377,0.000000,0.013420,664579,1.201263
caas-1node,mpi,14000000,8,1,block,1024,-,0,1,0.579739,0.000006,0.558301,0.173037,0.404939,0.387924,0.000000,0.018772,910077,1.481689
caas-1node,mpi,14000000,8,1,block,1024,-,0,2,0.581135,0.000006,0.558420,0.172945,0.404948,0.388316,0.000000,0.019867,910077,1.476796
caas-1node,mpi,14000000,8,1,block,1024,-,0,3,0.582964,0.000006,0.558939,0.173312,0.405413,0.388929,0.000000,0.020717,910077,1.490090
caas-1node,mpi,14000000,8,1,cyclic,1024,-,0,1,0.448256,0.000011,0.405658,0.404997,0.405283,0.002639,0.019429,0.020936,910077,1.366832
caas-1node,mpi,14000000,8,1,cyclic,1024,-,0,2,0.451906,0.000006,0.409391,0.405042,0.405787,0.002236,0.019487,0.020787,910077,1.363577
caas-1node,mpi,14000000,8,1,cyclic,1024,-,0,3,0.449695,0.000006,0.406903,0.405288,0.405748,0.003818,0.019481,0.021087,910077,1.350859
caas-1node,mpi,14000000,8,1,blockcyclic,1024,-,0,1,0.434105,0.000006,0.405581,0.404446,0.405088,0.003368,0.005179,0.021105,910077,1.339721
caas-1node,mpi,14000000,8,1,blockcyclic,1024,-,0,2,0.433831,0.000006,0.406299,0.404539,0.405408,0.003878,0.004693,0.020716,910077,1.333663
caas-1node,mpi,14000000,8,1,blockcyclic,1024,-,0,3,0.434627,0.000006,0.405640,0.404336,0.405036,0.003833,0.004620,0.021830,910077,1.341677
caas-1node,mpi,14000000,8,1,wblock,1024,-,0,1,0.481236,0.000006,0.457701,0.383579,0.405108,0.002379,0.000000,0.021149,910077,1.385898
caas-1node,mpi,14000000,8,1,wblock,1024,-,0,2,0.480807,0.000006,0.457733,0.388246,0.406672,0.002404,0.000000,0.020663,910077,1.394775
caas-1node,mpi,14000000,8,1,wblock,1024,-,0,3,0.478507,0.000007,0.457264,0.383991,0.405071,0.002400,0.000000,0.018836,910077,1.375645
caas-1node,mpi,18000000,8,1,block,1024,-,0,1,0.826730,0.000006,0.799680,0.246236,0.578860,0.556509,0.000000,0.023979,1151367,1.734554
caas-1node,mpi,18000000,8,1,block,1024,-,0,2,0.829903,0.000006,0.799207,0.245910,0.578555,0.556517,0.000000,0.027469,1151367,1.740333
caas-1node,mpi,18000000,8,1,block,1024,-,0,3,0.829745,0.000006,0.798647,0.246347,0.578228,0.555279,0.000000,0.028112,1151367,1.762956
caas-1node,mpi,18000000,8,1,cyclic,1024,-,0,1,0.635653,0.000006,0.580079,0.578572,0.579086,0.003910,0.024243,0.028133,1151367,1.551804
caas-1node,mpi,18000000,8,1,cyclic,1024,-,0,2,0.637183,0.000006,0.583273,0.578917,0.579995,0.007245,0.024206,0.026360,1151367,1.554132
caas-1node,mpi,18000000,8,1,cyclic,1024,-,0,3,0.632937,0.000006,0.579078,0.578443,0.578847,0.003000,0.024162,0.026691,1151367,1.553090
caas-1node,mpi,18000000,8,1,blockcyclic,1024,-,0,1,0.615809,0.000006,0.580009,0.578305,0.578799,0.004802,0.005850,0.026847,1151367,1.524754
caas-1node,mpi,18000000,8,1,blockcyclic,1024,-,0,2,0.617961,0.000006,0.579979,0.577913,0.578575,0.004736,0.005629,0.029347,1151367,1.531101
caas-1node,mpi,18000000,8,1,blockcyclic,1024,-,0,3,0.617985,0.000012,0.580825,0.578963,0.579577,0.004960,0.005646,0.028251,1151367,1.522588
caas-1node,mpi,18000000,8,1,wblock,1024,-,0,1,0.682190,0.000010,0.652655,0.549794,0.578652,0.002718,0.000000,0.026807,1151367,1.590921
caas-1node,mpi,18000000,8,1,wblock,1024,-,0,2,0.683936,0.000006,0.652501,0.550699,0.579536,0.002709,0.000000,0.028719,1151367,1.604623
caas-1node,mpi,18000000,8,1,wblock,1024,-,0,3,0.683234,0.000006,0.652570,0.550876,0.579788,0.002749,0.000000,0.027909,1151367,1.591768
caas-1node,mpi,20000000,8,1,block,1024,-,0,1,0.963625,0.000006,0.928296,0.285007,0.671961,0.646656,0.000000,0.031956,1270607,1.860668
caas-1node,mpi,20000000,8,1,block,1024,-,0,2,0.964324,0.000006,0.928968,0.285006,0.671744,0.647226,0.000000,0.032085,1270607,1.884704
caas-1node,mpi,20000000,8,1,block,1024,-,0,3,0.962343,0.000007,0.928443,0.286188,0.672745,0.645639,0.000000,0.030508,1270607,1.871491
caas-1node,mpi,20000000,8,1,cyclic,1024,-,0,1,0.755632,0.000011,0.687916,0.679495,0.684266,0.010114,0.027188,0.031736,1270607,1.664197
caas-1node,mpi,20000000,8,1,cyclic,1024,-,0,2,0.740336,0.000007,0.678144,0.672797,0.674374,0.008840,0.027278,0.030733,1270607,1.685258
caas-1node,mpi,20000000,8,1,cyclic,1024,-,0,3,0.732349,0.000006,0.672395,0.671679,0.672062,0.003446,0.026916,0.029852,1270607,1.640764
caas-1node,mpi,20000000,8,1,blockcyclic,1024,-,0,1,0.714797,0.000006,0.674551,0.671889,0.672708,0.005440,0.006405,0.030592,1270607,1.624774
caas-1node,mpi,20000000,8,1,blockcyclic,1024,-,0,2,1.121366,0.000006,1.081463,0.671442,0.774210,0.412320,0.006563,0.030239,1270607,2.040331
caas-1node,mpi,20000000,8,1,blockcyclic,1024,-,0,3,1.384618,0.000007,1.343090,0.670730,0.755668,0.675433,0.006702,0.030890,1270607,2.305497
caas-1node,mpi,20000000,8,1,wblock,1024,-,0,1,0.788683,0.000006,0.755157,0.637743,0.671717,0.003171,0.000000,0.030348,1270607,1.708374
caas-1node,mpi,20000000,8,1,wblock,1024,-,0,2,0.788511,0.000006,0.754825,0.637845,0.672884,0.003073,0.000000,0.030606,1270607,1.687308
caas-1node,mpi,20000000,8,1,wblock,1024,-,0,3,1.343137,0.000006,1.309724,0.637408,0.829971,0.558385,0.000000,0.030213,1270607,2.255577
caas-1node,serial_sieve,500000000,1,1,-,0,-,0,1,1.509928,,0.768705,,,,,,26355867,1.509928
caas-1node,mpi_sieve,500000000,8,1,block,1024,-,0,1,0.875694,0.000006,0.099802,0.092314,0.097194,0.041740,0.000000,0.741634,26355867,1.812497
caas-1node,serial_sieve,500000000,1,1,-,0,-,0,2,1.504238,,0.786725,,,,,,26355867,1.504238
caas-1node,mpi_sieve,500000000,8,1,block,1024,-,0,2,0.911218,0.000007,0.154012,0.096361,0.115610,0.065366,0.000000,0.722740,26355867,1.864282
caas-1node,serial_sieve,500000000,1,1,-,0,-,0,3,1.511322,,0.777909,,,,,,26355867,1.511322
caas-1node,mpi_sieve,500000000,8,1,block,1024,-,0,3,0.914557,0.000007,0.132381,0.095885,0.103096,0.037276,0.000000,0.744892,26355867,2.001845
caas-1node,serial,1000000,1,1,-,0,-,0,1,0.090183,,0.081009,,,,,,78498,0.090183
caas-1node,serial,1000000,1,1,-,0,-,0,2,0.088116,,0.080217,,,,,,78498,0.088116
caas-1node,serial,1000000,1,1,-,0,-,0,3,0.088213,,0.080298,,,,,,78498,0.088213
caas-1node,serial,2000000,1,1,-,0,-,0,1,0.222697,,0.211147,,,,,,148933,0.222697
caas-1node,serial,2000000,1,1,-,0,-,0,2,0.223067,,0.211166,,,,,,148933,0.223067
caas-1node,serial,2000000,1,1,-,0,-,0,3,0.223754,,0.211629,,,,,,148933,0.223754
caas-1node,serial,4000000,1,1,-,0,-,0,1,0.577813,,0.556890,,,,,,283146,0.577813
caas-1node,serial,4000000,1,1,-,0,-,0,2,0.578085,,0.557721,,,,,,283146,0.578085
caas-1node,serial,4000000,1,1,-,0,-,0,3,0.578152,,0.557729,,,,,,283146,0.578152
caas-1node,serial,6000000,1,1,-,0,-,0,1,1.015117,,0.985849,,,,,,412849,1.015117
caas-1node,serial,6000000,1,1,-,0,-,0,2,1.011547,,0.983509,,,,,,412849,1.011547
caas-1node,serial,6000000,1,1,-,0,-,0,3,1.013360,,0.984611,,,,,,412849,1.013360
caas-1node,serial,8000000,1,1,-,0,-,0,1,1.511696,,1.475878,,,,,,539777,1.511696
caas-1node,serial,8000000,1,1,-,0,-,0,2,1.511461,,1.475827,,,,,,539777,1.511461
caas-1node,serial,8000000,1,1,-,0,-,0,3,1.527860,,1.492273,,,,,,539777,1.527860
caas-1node,serial,10000000,1,1,-,0,-,0,1,2.070645,,2.024348,,,,,,664579,2.070645
caas-1node,serial,10000000,1,1,-,0,-,0,2,2.071482,,2.022893,,,,,,664579,2.071482
caas-1node,serial,10000000,1,1,-,0,-,0,3,2.067658,,2.021856,,,,,,664579,2.067658
caas-1node,serial,14000000,1,1,-,0,-,0,1,3.313874,,3.252337,,,,,,910077,3.313874
caas-1node,serial,14000000,1,1,-,0,-,0,2,3.318667,,3.255733,,,,,,910077,3.318667
caas-1node,serial,14000000,1,1,-,0,-,0,3,3.496308,,3.331387,,,,,,910077,3.496308
caas-1node,serial,18000000,1,1,-,0,-,0,1,4.722977,,4.652386,,,,,,1151367,4.722977
caas-1node,serial,18000000,1,1,-,0,-,0,2,4.721469,,4.645863,,,,,,1151367,4.721469
caas-1node,serial,18000000,1,1,-,0,-,0,3,5.166832,,5.088507,,,,,,1151367,5.166832
caas-1node,serial,20000000,1,1,-,0,-,0,1,5.474971,,5.388000,,,,,,1270607,5.474971
caas-1node,serial,20000000,1,1,-,0,-,0,2,5.477319,,5.388404,,,,,,1270607,5.477319
caas-1node,serial,20000000,1,1,-,0,-,0,3,5.476536,,5.388791,,,,,,1270607,5.476536
caas-1node,mpi,1000000,8,1,block,1024,-,0,1,0.044520,0.000010,0.013487,0.004529,0.009947,0.009739,0.000000,0.030242,78498,0.985061
caas-1node,mpi,1000000,8,1,block,1024,-,0,2,0.016924,0.000006,0.013489,0.008545,0.010969,0.005769,0.000000,0.002603,78498,0.978241
caas-1node,mpi,1000000,8,1,block,1024,-,0,3,0.028207,0.000008,0.025489,0.004507,0.014575,0.021814,0.000000,0.001879,78498,0.962839
caas-1node,mpi,1000000,8,1,cyclic,1024,-,0,1,0.014827,0.000006,0.010012,0.009946,0.009985,0.001041,0.001919,0.001886,78498,0.956069
caas-1node,mpi,1000000,8,1,cyclic,1024,-,0,2,0.014847,0.000007,0.009996,0.009945,0.009970,0.000909,0.001913,0.002035,78498,0.933435
caas-1node,mpi,1000000,8,1,cyclic,1024,-,0,3,0.014995,0.000008,0.010045,0.009941,0.009971,0.000870,0.002105,0.001967,78498,0.954531
caas-1node,mpi,1000000,8,1,blockcyclic,1024,-,0,1,0.013539,0.000006,0.010088,0.009882,0.009999,0.000927,0.000652,0.001936,78498,0.933135
caas-1node,mpi,1000000,8,1,blockcyclic,1024,-,0,2,0.021195,0.000007,0.017872,0.009972,0.011047,0.008702,0.000610,0.001904,78498,0.992340
caas-1node,mpi,1000000,8,1,blockcyclic,1024,-,0,3,0.013298,0.000008,0.010068,0.009851,0.009959,0.000888,0.000577,0.001859,78498,0.955476
caas-1node,mpi,1000000,8,1,wblock,1024,-,0,1,0.014283,0.000006,0.011688,0.009286,0.009976,0.000789,0.000000,0.001799,78498,0.922909
caas-1node,mpi,1000000,8,1,wblock,1024,-,0,2,0.014308,0.000007,0.011656,0.009257,0.009969,0.000820,0.000000,0.001824,78498,0.929801
caas-1node,mpi,1000000,8,1,wblock,1024,-,0,3,0.014283,0.000007,0.011641,0.009276,0.009955,0.000825,0.000000,0.001810,78498,0.922338
caas-1node,mpi,2000000,8,1,block,1024,-,0,1,0.063040,0.000007,0.044403,0.011674,0.028159,0.047807,0.000000,0.003552,148933,0.991615
caas-1node,mpi,2000000,8,1,block,1024,-,0,2,0.040315,0.000006,0.035721,0.011629,0.026147,0.025295,0.000000,0.003385,148933,0.966146
caas-1node,mpi,2000000,8,1,block,1024,-,0,3,0.040477,0.000006,0.035679,0.011652,0.026148,0.025197,0.000000,0.003623,148933,0.956749
caas-1node,mpi,2000000,8,1,cyclic,1024,-,0,1,0.036016,0.000007,0.026231,0.026106,0.026172,0.003095,0.003475,0.003283,148933,0.957441
caas-1node,mpi,2000000,8,1,cyclic,1024,-,0,2,0.034605,0.000006,0.026503,0.026139,0.026277,0.001493,0.003519,0.003346,148933,0.948356
caas-1node,mpi,2000000,8,1,cyclic,1024,-,0,3,0.034432,0.000006,0.026234,0.026128,0.026193,0.001209,0.003525,0.003483,148933,0.965672
caas-1node,mpi,2000000,8,1,blockcyclic,1024,-,0,1,0.031970,0.000007,0.026325,0.025969,0.026156,0.001398,0.001077,0.003357,148933,0.954678
caas-1node,mpi,2000000,8,1,blockcyclic,1024,-,0,2,0.032098,0.000007,0.026364,0.025963,0.026165,0.001387,0.001109,0.003432,148933,1.382647
caas-1node,mpi,2000000,8,1,blockcyclic,1024,-,0,3,0.032167,0.000006,0.026307,0.025989,0.026156,0.001405,0.001086,0.003520,148933,1.002029
caas-1node,mpi,2000000,8,1,wblock,1024,-,0,1,0.059641,0.000006,0.042490,0.024743,0.028642,0.023783,0.000000,0.003552,148933,0.980420
caas-1node,mpi,2000000,8,1,wblock,1024,-,0,2,0.035042,0.000007,0.030311,0.024548,0.026164,0.001183,0.000000,0.003541,148933,0.958877
caas-1node,mpi,2000000,8,1,wblock,1024,-,0,3,0.035153,0.000007,0.030308,0.024537,0.026146,0.001193,0.000000,0.003645,148933,0.945896
caas-1node,mpi,4000000,8,1,block,1024,-,0,1,0.102542,0.000006,0.094557,0.030294,0.069062,0.066088,0.000000,0.006154,283146,1.040182
caas-1node,mpi,4000000,8,1,block,1024,-,0,2,0.102629,0.000006,0.094587,0.030281,0.069070,0.066140,0.000000,0.006201,283146,1.019653
