site,impl,n,procs,threads,dist,chunk,run,rank,compute,count
ryzen7535hs,mpi_sieve,500000000,8,1,wblock,1024,3,0,0.543868,7110142
ryzen7535hs,mpi_sieve,500000000,8,1,wblock,1024,3,1,0.292823,3886385
ryzen7535hs,mpi_sieve,500000000,8,1,wblock,1024,3,2,0.222205,3199904
ryzen7535hs,mpi_sieve,500000000,8,1,wblock,1024,3,3,0.221050,2822625
ryzen7535hs,mpi_sieve,500000000,8,1,wblock,1024,3,4,0.196933,2571346
ryzen7535hs,mpi_sieve,500000000,8,1,wblock,1024,3,5,0.196826,2388489
ryzen7535hs,mpi_sieve,500000000,8,1,wblock,1024,3,6,0.168043,2246020
ryzen7535hs,mpi_sieve,500000000,8,1,wblock,1024,3,7,0.179867,2130956
ryzen7535hs,mpi,20000000,1,1,block,1024,1,0,7.168168,1270607
ryzen7535hs,mpi,20000000,2,1,block,1024,1,0,2.993410,664579
ryzen7535hs,mpi,20000000,2,1,block,1024,1,1,4.786668,606028
ryzen7535hs,mpi,20000000,4,1,block,1024,1,0,1.181527,348513
ryzen7535hs,mpi,20000000,4,1,block,1024,1,1,2.050322,316066
ryzen7535hs,mpi,20000000,4,1,block,1024,1,2,2.447334,306125
ryzen7535hs,mpi,20000000,4,1,block,1024,1,3,2.704968,299903
ryzen7535hs,mpi,20000000,8,1,block,1024,1,0,0.570240,183072
ryzen7535hs,mpi,20000000,8,1,block,1024,1,1,0.888920,165441
ryzen7535hs,mpi,20000000,8,1,block,1024,1,2,1.153716,159748
ryzen7535hs,mpi,20000000,8,1,block,1024,1,3,1.242605,156318
ryzen7535hs,mpi,20000000,8,1,block,1024,1,4,1.387161,154124
ryzen7535hs,mpi,20000000,8,1,block,1024,1,5,1.432703,152001
ryzen7535hs,mpi,20000000,8,1,block,1024,1,6,1.540861,150685
ryzen7535hs,mpi,20000000,8,1,block,1024,1,7,1.649199,149218
ryzen7535hs,mpi,20000000,1,1,cyclic,1024,1,0,7.181963,1270607
ryzen7535hs,mpi,20000000,2,1,cyclic,1024,1,0,3.966966,635437
ryzen7535hs,mpi,20000000,2,1,cyclic,1024,1,1,4.020259,635170
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,1,0,0.016851,2
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,1,1,3.857227,635479
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,1,2,3.844158,635126
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,1,0,2.225827,317769
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,1,1,2.149454,317693
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,1,2,2.282192,317668
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,1,3,2.285971,317477
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,1,0,2.145003,317745
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,1,1,0.021977,1
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,1,2,2.132392,317690
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,1,3,2.070107,317584
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,1,4,2.021960,317587
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,1,0,0.010593,2
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,1,1,2.055677,317729
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,1,2,2.123319,317685
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,1,3,0.011793,0
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,1,4,2.111548,317750
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,1,5,2.123663,317441
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,1,0,1.498220,211849
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,1,1,1.459201,211864
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,1,2,0.023529,1
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,1,3,1.463405,211718
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,1,4,1.526413,211652
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,1,5,1.478166,211757
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,1,6,1.550626,211766
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,1,0,1.381772,158948
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,1,1,1.342079,158891
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,1,2,1.319633,158835
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,1,3,1.364642,158781
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,1,4,1.354640,158821
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,1,5,1.273935,158802
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,1,6,1.364867,158833
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,1,7,1.391307,158696
ryzen7535hs,mpi,20000000,1,1,blockcyclic,1024,1,0,7.258350,1270607
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,1,0,4.200118,635882
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,1,1,4.242826,634725
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,1,0,2.889911,423637
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,1,1,2.839514,423645
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,1,2,2.871272,423325
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,1,0,2.296956,318259
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,1,1,2.244073,317708
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,1,2,2.156250,317623
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,1,3,2.262377,317017
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,1,0,1.714400,254518
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,1,1,1.716457,253840
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,1,2,1.814331,253632
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,1,3,1.805385,254583
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,1,4,1.826012,254034
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,1,0,1.605184,211958
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,1,1,1.659155,211499
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,1,2,1.609838,211778
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,1,3,1.532968,211679
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,1,4,1.609995,212146
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,1,5,1.561294,211547
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,1,0,1.541425,181640
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,1,1,1.586492,181598
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,1,2,1.505827,181601
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,1,3,1.432029,181899
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,1,4,1.492389,181133
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,1,5,1.537042,181416
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,1,6,1.454119,181320
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,1,0,1.311832,158977
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,1,1,1.342286,158750
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,1,2,1.329366,158844
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,1,3,1.368580,158584
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,1,4,1.308468,159282
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,1,5,1.311970,158958
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,1,6,1.369960,158779
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,1,7,1.360696,158433
ryzen7535hs,mpi,20000000,1,1,wblock,1024,1,0,7.116432,1270607
ryzen7535hs,mpi,20000000,2,1,wblock,1024,1,0,4.284097,824750
ryzen7535hs,mpi,20000000,2,1,wblock,1024,1,1,4.006929,445857
ryzen7535hs,mpi,20000000,4,1,wblock,1024,1,0,2.316455,535821
ryzen7535hs,mpi,20000000,4,1,wblock,1024,1,1,2.095140,288929
ryzen7535hs,mpi,20000000,4,1,wblock,1024,1,2,2.087558,237031
ryzen7535hs,mpi,20000000,4,1,wblock,1024,1,3,2.168989,208826
ryzen7535hs,mpi,20000000,8,1,wblock,1024,1,0,1.382072,348513
ryzen7535hs,mpi,20000000,8,1,wblock,1024,1,1,1.320426,187308
ryzen7535hs,mpi,20000000,8,1,wblock,1024,1,2,1.283242,153590
ryzen7535hs,mpi,20000000,8,1,wblock,1024,1,3,1.264135,135339
ryzen7535hs,mpi,20000000,8,1,wblock,1024,1,4,1.277036,122991
ryzen7535hs,mpi,20000000,8,1,wblock,1024,1,5,1.269337,114040
ryzen7535hs,mpi,20000000,8,1,wblock,1024,1,6,1.281701,107291
ryzen7535hs,mpi,20000000,8,1,wblock,1024,1,7,1.200280,101535
ryzen7535hs,mpi,20000000,1,1,block,1024,2,0,7.269731,1270607
ryzen7535hs,mpi,20000000,2,1,block,1024,2,0,2.945734,664579
ryzen7535hs,mpi,20000000,2,1,block,1024,2,1,4.792672,606028
ryzen7535hs,mpi,20000000,4,1,block,1024,2,0,1.285780,348513
ryzen7535hs,mpi,20000000,4,1,block,1024,2,1,2.070359,316066
ryzen7535hs,mpi,20000000,4,1,block,1024,2,2,2.443132,306125
ryzen7535hs,mpi,20000000,4,1,block,1024,2,3,2.801464,299903
ryzen7535hs,mpi,20000000,8,1,block,1024,2,0,0.599489,183072
ryzen7535hs,mpi,20000000,8,1,block,1024,2,1,0.839527,165441
ryzen7535hs,mpi,20000000,8,1,block,1024,2,2,1.102474,159748
ryzen7535hs,mpi,20000000,8,1,block,1024,2,3,1.165258,156318
ryzen7535hs,mpi,20000000,8,1,block,1024,2,4,1.384690,154124
ryzen7535hs,mpi,20000000,8,1,block,1024,2,5,1.424872,152001
ryzen7535hs,mpi,20000000,8,1,block,1024,2,6,1.555772,150685
ryzen7535hs,mpi,20000000,8,1,block,1024,2,7,1.617283,149218
ryzen7535hs,mpi,20000000,1,1,cyclic,1024,2,0,7.147780,1270607
ryzen7535hs,mpi,20000000,2,1,cyclic,1024,2,0,4.660907,635437
ryzen7535hs,mpi,20000000,2,1,cyclic,1024,2,1,4.675758,635170
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,2,0,0.018068,2
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,2,1,3.925456,635479
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,2,2,3.912914,635126
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,2,0,2.333813,317769
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,2,1,2.341453,317693
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,2,2,2.338622,317668
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,2,3,2.284986,317477
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,2,0,2.159144,317745
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,2,1,0.022869,1
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,2,2,2.159476,317690
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,2,3,2.124693,317584
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,2,4,2.200782,317587
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,2,0,0.010680,2
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,2,1,2.158835,317729
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,2,2,2.204851,317685
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,2,3,0.011406,0
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,2,4,2.207063,317750
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,2,5,2.195351,317441
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,2,0,1.623864,211849
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,2,1,1.623713,211864
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,2,2,0.024723,1
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,2,3,1.595958,211718
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,2,4,1.566311,211652
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,2,5,1.607948,211757
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,2,6,1.549323,211766
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,2,0,1.291728,158948
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,2,1,1.313472,158891
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,2,2,1.295186,158835
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,2,3,1.300202,158781
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,2,4,1.368147,158821
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,2,5,1.263115,158802
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,2,6,1.265619,158833
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,2,7,1.308519,158696
ryzen7535hs,mpi,20000000,1,1,blockcyclic,1024,2,0,7.216981,1270607
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,2,0,4.414950,635882
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,2,1,4.398252,634725
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,2,0,2.769106,423637
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,2,1,2.774017,423645
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,2,2,2.760795,423325
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,2,0,2.323414,318259
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,2,1,2.365615,317708
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,2,2,2.391458,317623
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,2,3,2.412831,317017
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,2,0,1.886147,254518
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,2,1,1.806879,253840
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,2,2,1.786584,253632
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,2,3,1.839954,254583
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,2,4,1.893782,254034
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,2,0,1.634992,211958
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,2,1,1.818179,211499
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,2,2,1.775083,211778
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,2,3,1.739710,211679
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,2,4,1.783392,212146
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,2,5,1.696903,211547
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,2,0,1.412405,181640
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,2,1,1.440340,181598
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,2,2,1.352021,181601
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,2,3,1.413581,181899
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,2,4,1.476185,181133
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,2,5,1.455138,181416
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,2,6,1.487964,181320
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,2,0,1.285614,158977
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,2,1,1.323697,158750
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,2,2,1.299850,158844
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,2,3,1.367492,158584
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,2,4,1.296102,159282
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,2,5,1.324360,158958
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,2,6,1.327797,158779
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,2,7,1.337527,158433
ryzen7535hs,mpi,20000000,1,1,wblock,1024,2,0,7.193658,1270607
ryzen7535hs,mpi,20000000,2,1,wblock,1024,2,0,4.607194,824750
ryzen7535hs,mpi,20000000,2,1,wblock,1024,2,1,4.290466,445857
ryzen7535hs,mpi,20000000,4,1,wblock,1024,2,0,2.547828,535821
ryzen7535hs,mpi,20000000,4,1,wblock,1024,2,1,2.377550,288929
ryzen7535hs,mpi,20000000,4,1,wblock,1024,2,2,2.230280,237031
ryzen7535hs,mpi,20000000,4,1,wblock,1024,2,3,2.289670,208826
ryzen7535hs,mpi,20000000,8,1,wblock,1024,2,0,1.489547,348513
ryzen7535hs,mpi,20000000,8,1,wblock,1024,2,1,1.448313,187308
ryzen7535hs,mpi,20000000,8,1,wblock,1024,2,2,1.329884,153590
ryzen7535hs,mpi,20000000,8,1,wblock,1024,2,3,1.294696,135339
ryzen7535hs,mpi,20000000,8,1,wblock,1024,2,4,1.320484,122991
ryzen7535hs,mpi,20000000,8,1,wblock,1024,2,5,1.291523,114040
ryzen7535hs,mpi,20000000,8,1,wblock,1024,2,6,1.361569,107291
ryzen7535hs,mpi,20000000,8,1,wblock,1024,2,7,1.172591,101535
ryzen7535hs,mpi,20000000,1,1,block,1024,3,0,7.125021,1270607
ryzen7535hs,mpi,20000000,2,1,block,1024,3,0,3.584725,664579
ryzen7535hs,mpi,20000000,2,1,block,1024,3,1,5.396960,606028
ryzen7535hs,mpi,20000000,4,1,block,1024,3,0,1.389594,348513
ryzen7535hs,mpi,20000000,4,1,block,1024,3,1,2.160513,316066
ryzen7535hs,mpi,20000000,4,1,block,1024,3,2,2.571381,306125
ryzen7535hs,mpi,20000000,4,1,block,1024,3,3,2.877549,299903
ryzen7535hs,mpi,20000000,8,1,block,1024,3,0,0.587787,183072
ryzen7535hs,mpi,20000000,8,1,block,1024,3,1,0.968648,165441
ryzen7535hs,mpi,20000000,8,1,block,1024,3,2,1.150418,159748
ryzen7535hs,mpi,20000000,8,1,block,1024,3,3,1.242144,156318
ryzen7535hs,mpi,20000000,8,1,block,1024,3,4,1.411613,154124
ryzen7535hs,mpi,20000000,8,1,block,1024,3,5,1.480704,152001
ryzen7535hs,mpi,20000000,8,1,block,1024,3,6,1.597518,150685
ryzen7535hs,mpi,20000000,8,1,block,1024,3,7,1.669686,149218
ryzen7535hs,mpi,20000000,1,1,cyclic,1024,3,0,7.105750,1270607
ryzen7535hs,mpi,20000000,2,1,cyclic,1024,3,0,4.674723,635437
ryzen7535hs,mpi,20000000,2,1,cyclic,1024,3,1,4.663141,635170
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,3,0,0.013593,2
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,3,1,3.864208,635479
ryzen7535hs,mpi,20000000,3,1,cyclic,1024,3,2,3.878059,635126
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,3,0,2.252810,317769
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,3,1,2.286672,317693
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,3,2,2.310490,317668
ryzen7535hs,mpi,20000000,4,1,cyclic,1024,3,3,2.274376,317477
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,3,0,2.307780,317745
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,3,1,0.021337,1
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,3,2,2.185351,317690
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,3,3,2.335647,317584
ryzen7535hs,mpi,20000000,5,1,cyclic,1024,3,4,2.200863,317587
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,3,0,0.011405,2
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,3,1,2.254401,317729
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,3,2,2.185342,317685
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,3,3,0.011959,0
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,3,4,2.218389,317750
ryzen7535hs,mpi,20000000,6,1,cyclic,1024,3,5,2.122615,317441
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,3,0,1.568722,211849
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,3,1,1.488497,211864
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,3,2,0.019723,1
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,3,3,1.586812,211718
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,3,4,1.659865,211652
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,3,5,1.472675,211757
ryzen7535hs,mpi,20000000,7,1,cyclic,1024,3,6,1.640035,211766
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,3,0,1.382705,158948
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,3,1,1.413694,158891
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,3,2,1.373775,158835
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,3,3,1.435770,158781
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,3,4,1.434500,158821
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,3,5,1.380502,158802
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,3,6,1.421386,158833
ryzen7535hs,mpi,20000000,8,1,cyclic,1024,3,7,1.402059,158696
ryzen7535hs,mpi,20000000,1,1,blockcyclic,1024,3,0,7.225334,1270607
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,3,0,4.468747,635882
ryzen7535hs,mpi,20000000,2,1,blockcyclic,1024,3,1,4.511976,634725
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,3,0,2.782845,423637
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,3,1,2.796576,423645
ryzen7535hs,mpi,20000000,3,1,blockcyclic,1024,3,2,2.768913,423325
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,3,0,2.354409,318259
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,3,1,2.408555,317708
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,3,2,2.361528,317623
ryzen7535hs,mpi,20000000,4,1,blockcyclic,1024,3,3,2.332233,317017
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,3,0,1.788909,254518
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,3,1,1.814381,253840
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,3,2,1.859811,253632
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,3,3,1.769095,254583
ryzen7535hs,mpi,20000000,5,1,blockcyclic,1024,3,4,1.914056,254034
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,3,0,1.646198,211958
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,3,1,1.648857,211499
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,3,2,1.606250,211778
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,3,3,1.596538,211679
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,3,4,1.697707,212146
ryzen7535hs,mpi,20000000,6,1,blockcyclic,1024,3,5,1.693634,211547
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,3,0,1.460412,181640
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,3,1,1.456706,181598
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,3,2,1.466335,181601
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,3,3,1.469746,181899
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,3,4,1.486624,181133
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,3,5,1.324008,181416
ryzen7535hs,mpi,20000000,7,1,blockcyclic,1024,3,6,1.365942,181320
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,0,1.302413,158977
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,1,1.298945,158750
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,2,1.273569,158844
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,3,1.367218,158584
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,4,1.334053,159282
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,5,1.380225,158958
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,6,1.302377,158779
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,7,1.303431,158433
ryzen7535hs,mpi,20000000,1,1,wblock,1024,3,0,7.221986,1270607
ryzen7535hs,mpi,20000000,2,1,wblock,1024,3,0,4.255119,824750
ryzen7535hs,mpi,20000000,2,1,wblock,1024,3,1,3.975313,445857
ryzen7535hs,mpi,20000000,4,1,wblock,1024,3,0,2.452899,535821
ryzen7535hs,mpi,20000000,4,1,wblock,1024,3,1,2.356408,288929
ryzen7535hs,mpi,20000000,4,1,wblock,1024,3,2,2.297358,237031
ryzen7535hs,mpi,20000000,4,1,wblock,1024,3,3,2.238084,208826
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,0,1.452821,348513
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,1,1.353512,187308
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,2,1.301646,153590
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,3,1.264091,135339
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,4,1.319666,122991
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,5,1.290794,114040
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,6,1.303759,107291
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,7,1.239130,101535
