site,impl,n,procs,threads,dist,chunk,run,rank,compute,count
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,2,1.358334,158844
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,3,1.319634,158584
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,4,1.397899,159282
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,5,1.331706,158958
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,6,1.362727,158779
ryzen7535hs,mpi,20000000,8,1,blockcyclic,1024,3,7,1.353564,158433
ryzen7535hs,mpi,20000000,1,1,wblock,1024,3,0,7.341092,1270607
ryzen7535hs,mpi,20000000,2,1,wblock,1024,3,0,4.067567,824750
ryzen7535hs,mpi,20000000,2,1,wblock,1024,3,1,3.795242,445857
ryzen7535hs,mpi,20000000,4,1,wblock,1024,3,0,2.241313,535821
ryzen7535hs,mpi,20000000,4,1,wblock,1024,3,1,2.041245,288929
ryzen7535hs,mpi,20000000,4,1,wblock,1024,3,2,2.035814,237031
ryzen7535hs,mpi,20000000,4,1,wblock,1024,3,3,2.025139,208826
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,0,1.476698,348513
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,1,1.349332,187308
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,2,1.286463,153590
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,3,1.240054,135339
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,4,1.256780,122991
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,5,1.333024,114040
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,6,1.239369,107291
ryzen7535hs,mpi,20000000,8,1,wblock,1024,3,7,1.265433,101535
ryzen7535hs,mpi_sieve,500000000,1,1,block,1024,1,0,1.580460,26355867
ryzen7535hs,mpi_sieve,500000000,2,1,block,1024,1,0,1.002817,13679318
ryzen7535hs,mpi_sieve,500000000,2,1,block,1024,1,1,0.991299,12676549
ryzen7535hs,mpi_sieve,500000000,3,1,block,1024,1,0,0.717112,9327002
ryzen7535hs,mpi_sieve,500000000,3,1,block,1024,1,1,0.750969,8628277
ryzen7535hs,mpi_sieve,500000000,3,1,block,1024,1,2,0.768506,8400588
ryzen7535hs,mpi_sieve,500000000,4,1,block,1024,1,0,0.443266,7110142
ryzen7535hs,mpi_sieve,500000000,4,1,block,1024,1,1,0.434664,6569176
ryzen7535hs,mpi_sieve,500000000,4,1,block,1024,1,2,0.466478,6392436
ryzen7535hs,mpi_sieve,500000000,4,1,block,1024,1,3,0.454206,6284113
ryzen7535hs,mpi_sieve,500000000,5,1,block,1024,1,0,0.389255,5761455
ryzen7535hs,mpi_sieve,500000000,5,1,block,1024,1,1,0.376456,5317482
ryzen7535hs,mpi_sieve,500000000,5,1,block,1024,1,2,0.407649,5173388
ryzen7535hs,mpi_sieve,500000000,5,1,block,1024,1,3,0.374726,5084001
ryzen7535hs,mpi_sieve,500000000,5,1,block,1024,1,4,0.409276,5019541
ryzen7535hs,mpi_sieve,500000000,6,1,block,1024,1,0,0.420187,4852499
ryzen7535hs,mpi_sieve,500000000,6,1,block,1024,1,1,0.423236,4474503
ryzen7535hs,mpi_sieve,500000000,6,1,block,1024,1,2,0.435199,4352316
ryzen7535hs,mpi_sieve,500000000,6,1,block,1024,1,3,0.421576,4275961
ryzen7535hs,mpi_sieve,500000000,6,1,block,1024,1,4,0.441172,4221564
ryzen7535hs,mpi_sieve,500000000,6,1,block,1024,1,5,0.461708,4179024
ryzen7535hs,mpi_sieve,500000000,7,1,block,1024,1,0,0.288039,4197106
ryzen7535hs,mpi_sieve,500000000,7,1,block,1024,1,1,0.273534,3867302
ryzen7535hs,mpi_sieve,500000000,7,1,block,1024,1,2,0.267723,3760477
ryzen7535hs,mpi_sieve,500000000,7,1,block,1024,1,3,0.267026,3694601
ryzen7535hs,mpi_sieve,500000000,7,1,block,1024,1,4,0.268439,3646840
ryzen7535hs,mpi_sieve,500000000,7,1,block,1024,1,5,0.281546,3609987
ryzen7535hs,mpi_sieve,500000000,7,1,block,1024,1,6,0.279914,3579554
ryzen7535hs,mpi_sieve,500000000,8,1,block,1024,1,0,0.281199,3701487
